TICKER,CUSIP,EDATE,LFRI,PrePRC,OpmPRC,PostPRC,ANNDATS
PIPK,02155H20,2021-05-17,2021-05-14,13.38,13.38,14.18,20210517
PIPK,02155H20,2021-02-25,2021-02-19,19.58,22.93,17.2,20210225
PIPK,02155H20,2020-03-27,2020-03-20,3.25,2.94,2.85,20200327
PIRS,72079510,2021-05-17,2021-05-14,1.88,1.88,1.92,20210517
PIRS,72079510,2021-03-30,2021-03-26,2.47,2.6,2.5,20210330
PIRS,72079510,2020-11-04,2020-10-30,2.5,2.51,2.67,20201104
PIRS,72079510,2020-08-10,2020-08-07,2.7,2.7,2.79,20200810
PIRS,72079510,2020-05-11,2020-05-08,2.91,2.91,3.18,20200511
PIRS,72079510,2020-03-12,2020-03-06,2.23,2.9,1.61,20200312
PIRS,72079510,2019-11-11,2019-11-08,3.9,3.9,3.95,20191111
PIRS,72079510,2018-11-07,2018-11-02,4.38,4.4,3.79,20181107
PIRS,72079510,2018-08-09,2018-08-03,5.3,5.28,5.42,20180809
PIRS,72079510,2018-05-10,2018-05-04,5.69,6.01,5.56,20180510
PIRS,72079510,2018-03-09,2018-03-02,7.4,8.35,7.27,20180309
PJC,72407810,2021-04-30,2021-04-23,119.48,117.5,115.99,20210430
PJC,72407810,2021-02-04,2021-01-29,96.23,91.33,99.99,20210204
PJC,72407810,2020-10-30,2020-10-23,83.48,83.93,83.45,20201030
PJC,72407810,2020-07-31,2020-07-24,65.61,63.04,61.91,20200731
PJC,72407810,2020-05-01,2020-04-24,53.91,48.12,52.47,20200501
PJC,72407810,2020-01-31,2020-01-24,85.19,84.49,82.43,20200131
PJC,72407810,2019-10-30,2019-10-25,76.8,74.07,77.09,20191030
PJC,72407810,2019-07-26,2019-07-19,75.78,76.14,78.38,20190726
PJC,72407810,2019-02-01,2019-01-25,69.03,69.12,70.31,20190201
PJC,72407810,2018-10-26,2018-10-19,68.57,72.37,68.67,20181026
PJC,72407810,2018-07-27,2018-07-20,76.05,76.3,77.15,20180727
PJC,72407810,2018-04-27,2018-04-20,84.4,83.55,75.45,20180427
PJC,72407810,2018-02-01,2018-01-26,92.3,92.55,99.7,20180201
PJT,69343T10,2021-04-27,2021-04-23,73.76,73.15,76.27,20210427
PJT,69343T10,2021-02-02,2021-01-29,73.87,68.99,74.72,20210202
PJT,69343T10,2020-10-27,2020-10-23,68.36,68.25,71.79,20201027
PJT,69343T10,2020-07-28,2020-07-24,53.23,53.39,55.0,20200728
PJT,69343T10,2020-04-28,2020-04-24,47.46,43.87,50.82,20200428
PJT,69343T10,2020-02-06,2020-01-31,48.56,46.02,50.97,20200206
PJT,69343T10,2019-10-29,2019-10-25,39.6,39.24,43.18,20191029
PJT,69343T10,2019-07-30,2019-07-26,37.56,36.89,40.76,20190730
PJT,69343T10,2019-05-01,2019-04-26,43.12,42.72,42.99,20190501
PJT,69343T10,2019-02-07,2019-02-01,43.94,43.78,42.82,20190207
PJT,69343T10,2018-10-30,2018-10-26,42.7,42.55,44.41,20181030
PJT,69343T10,2018-07-31,2018-07-27,55.07,57.11,60.21,20180731
PJT,69343T10,2018-05-02,2018-04-27,55.32,55.17,53.0,20180502
PJT,69343T10,2018-02-07,2018-02-02,45.0,46.13,47.75,20180207
PKE,70014A10,2021-05-13,2021-05-07,13.46,13.74,14.64,20210513
PKE,70014A10,2020-10-08,2020-10-02,11.1,10.99,11.52,20201008
PKE,70014A10,2020-05-14,2020-05-08,12.71,13.39,11.6,20200514
PKE,70014A10,2020-01-09,2020-01-03,16.49,16.31,16.72,20200109
PKE,70014A10,2019-10-10,2019-10-04,16.86,16.87,16.22,20191010
PKVL,20414910,2021-04-21,2021-04-16,43.9,45.2,44.87,20210421
PKVL,20414910,2021-01-20,2021-01-15,39.46,39.07,38.65,20210120
PKVL,20414910,2020-10-21,2020-10-16,31.0,30.9,31.65,20201021
PKVL,20414910,2020-07-15,2020-07-10,30.69,30.25,33.32,20200715
PKVL,20414910,2020-04-22,2020-04-17,31.02,32.67,30.83,20200422
PKVL,20414910,2020-01-22,2020-01-17,45.04,45.85,45.47,20200122
PKVL,20414910,2019-10-16,2019-10-11,42.26,41.91,42.3,20191016
PKVL,20414910,2019-07-17,2019-07-12,41.33,41.81,40.52,20190717
PKVL,20414910,2019-04-17,2019-04-12,42.68,42.94,43.43,20190417
PKVL,20414910,2019-01-16,2019-01-11,41.09,41.74,41.93,20190116
PKVL,20414910,2018-10-17,2018-10-12,44.3,42.94,45.25,20181017
PKVL,20414910,2018-07-18,2018-07-13,49.85,50.4,50.25,20180718
PKVL,20414910,2018-04-18,2018-04-13,46.0,45.3,47.05,20180418
PKVL,20414910,2018-01-17,2018-01-12,49.15,50.2,49.35,20180117
PKWI,70051710,2021-05-06,2021-04-30,22.09,22.31,21.49,20210506
PKWI,70051710,2020-05-11,2020-05-08,8.72,8.72,8.0,20200511
PKWI,70051710,2019-05-06,2019-05-03,32.98,32.98,31.86,20190506
PLAB,71940510,2021-05-26,2021-05-21,13.16,13.42,13.0,20210526
PLAB,71940510,2021-02-24,2021-02-19,12.94,13.33,13.38,20210224
PLAB,71940510,2020-12-09,2020-12-04,13.21,12.89,11.11,20201209
PLAB,71940510,2020-08-27,2020-08-21,11.05,10.705,10.53,20200827
PLAB,71940510,2020-05-27,2020-05-22,13.14,12.58,12.005,20200527
PLAB,71940510,2020-03-04,2020-02-28,12.6,12.45,13.52,20200304
PLAB,71940510,2019-12-11,2019-12-06,12.57,12.35,15.13,20191211
PLAB,71940510,2019-08-20,2019-08-16,9.32,8.92,9.42,20190820
PLAB,71940510,2019-05-22,2019-05-17,8.46,8.7,8.93,20190522
PLAB,71940510,2019-02-21,2019-02-15,11.37,11.43,10.49,20190221
PLAB,71940510,2018-12-12,2018-12-07,9.58,9.06,9.48,20181212
PLAB,71940510,2018-08-22,2018-08-17,8.95,8.75,10.1,20180822
PLAB,71940510,2018-05-22,2018-05-18,8.45,7.95,9.1,20180522
PLAB,71940510,2018-02-14,2018-02-09,7.8,7.5,8.0,20180214
PLAH,28618M10,2020-08-04,2020-07-31,11.44,10.86,10.85,20200804
PLAH,28618M10,2020-04-30,2020-04-24,9.88,9.13,10.25,20200430
PLAH,28618M10,2020-02-26,2020-02-21,10.67,12.05,10.85,20200226
PLAH,28618M10,2019-11-07,2019-11-01,11.48,11.41,11.41,20191107
PLAH,28618M10,2019-08-02,2019-07-26,9.32,10.22,9.77,20190802
PLAH,28618M10,2019-05-01,2019-04-26,10.86,10.91,10.94,20190501
PLCE,16890510,2021-05-20,2021-05-14,88.55,77.64,92.94,20210520
PLCE,16890510,2021-03-09,2021-03-05,80.19,75.58,82.58,20210309
PLCE,16890510,2020-11-19,2020-11-13,37.75,32.27,40.36,20201119
PLCE,16890510,2020-08-25,2020-08-21,23.31,21.77,18.915,20200825
PLCE,16890510,2020-06-11,2020-06-05,47.02,52.16,45.19,20200611
PLCE,16890510,2020-03-17,2020-03-13,28.64,37.51,20.3,20200317
PLCE,16890510,2019-12-11,2019-12-06,70.66,69.83,54.31,20191211
PLCE,16890510,2019-08-21,2019-08-16,78.01,79.1,76.1,20190821
PLCE,16890510,2019-05-15,2019-05-10,112.11,113.51,104.37,20190515
PLCE,16890510,2019-03-04,2019-03-01,94.6,94.6,84.82,20190304
PLCE,16890510,2018-12-06,2018-11-30,123.15,129.64,106.67,20181206
PLCE,16890510,2018-08-23,2018-08-17,137.5,131.65,135.75,20180823
PLCE,16890510,2018-05-17,2018-05-11,138.0,130.8,127.025,20180517
PLCE,16890510,2018-03-20,2018-03-16,138.95,137.8,127.95,20180320
PLLO,69743510,2020-11-16,2020-11-13,258.70001,258.70001,278.5,20201116
PLLO,69743510,2018-06-04,2018-06-01,209.19,209.19,208.09,20180604
PLUG,72919P20,2021-06-22,2021-06-18,29.85,29.17,34.02,20210622
PLUG,72919P20,2021-02-25,2021-02-19,50.16,55.89,43.34,20210225
PLUG,72919P20,2020-11-09,2020-11-06,18.86,18.86,20.31,20201109
PLUG,72919P20,2020-08-06,2020-07-31,9.33,7.71,10.73,20200806
PLUG,72919P20,2020-05-07,2020-05-01,4.17,3.92,4.37,20200507
PLUG,72919P20,2020-03-05,2020-02-28,4.76,4.34,4.54,20200305
PLUG,72919P20,2019-11-07,2019-11-01,2.85,2.78,2.66,20191107
PLUG,72919P20,2019-08-06,2019-08-02,2.13,2.15,2.15,20190806
PLUG,72919P20,2019-05-08,2019-05-03,2.47,2.57,2.42,20190508
PLUG,72919P20,2019-03-07,2019-03-01,1.81,1.8,1.97,20190307
PLUG,72919P20,2018-11-08,2018-11-02,1.93,1.9,1.94,20181108
PLUG,72919P20,2018-08-09,2018-08-03,2.02,1.95,1.91,20180809
PLUG,72919P20,2018-05-09,2018-05-04,1.84,1.81,2.0,20180509
PLUG,72919P20,2018-03-07,2018-03-02,1.88,1.89,1.83,20180307
PMA,G0403H10,2021-04-30,2021-04-23,239.27,230.89,251.44,20210430
PMA,G0403H10,2021-02-05,2021-01-29,208.1,203.1,223.22,20210205
PMA,G0403H10,2020-10-30,2020-10-23,186.8,207.31,184.01,20201030
PMA,G0403H10,2020-07-31,2020-07-24,207.43,207.17,205.22,20200731
PMDX,75049110,2021-05-10,2021-05-07,23.27,23.27,22.8,20210510
PMDX,75049110,2021-03-08,2021-03-05,18.92,18.92,22.07,20210308
PMDX,75049110,2020-11-09,2020-11-06,16.77,16.77,18.46,20201109
PMDX,75049110,2020-08-10,2020-08-07,17.72,17.72,17.35,20200810
PMDX,75049110,2020-05-11,2020-05-08,14.43,14.43,15.63,20200511
PMDX,75049110,2020-03-12,2020-03-06,17.22,19.4,15.17,20200312
PMDX,75049110,2019-11-12,2019-11-08,16.14,16.08,15.53,20191112
PMDX,75049110,2019-08-08,2019-08-02,14.56,14.65,14.25,20190808
PMDX,75049110,2019-05-09,2019-05-03,12.92,12.59,13.22,20190509
PMDX,75049110,2019-03-14,2019-03-08,13.9,13.48,15.86,20190314
PMDX,75049110,2018-11-09,2018-11-02,15.17,14.65,13.4,20181109
PMDX,75049110,2018-08-09,2018-08-03,13.9,14.0,13.8,20180809
PMDX,75049110,2018-05-09,2018-05-04,13.35,13.65,13.05,20180509
PMDX,75049110,2018-03-08,2018-03-02,10.35,10.1,11.0,20180308
PMW,71817210,2021-04-20,2021-04-16,91.67,92.91,94.0,20210420
PMW,71817210,2021-02-04,2021-01-29,80.23,79.65,83.63,20210204
PMW,71817210,2020-10-20,2020-10-16,77.84,79.27,73.33,20201020
PMW,71817210,2020-07-21,2020-07-17,72.89,75.03,75.92,20200721
PMW,71817210,2020-04-21,2020-04-17,76.86,77.96,72.28,20200421
PMW,71817210,2020-02-06,2020-01-31,83.94,82.7,86.18,20200206
PMW,71817210,2019-10-17,2019-10-11,79.1,77.95,79.85,20191017
PMW,71817210,2019-07-18,2019-07-12,81.05,81.89,87.71,20190718
PMW,71817210,2019-04-18,2019-04-12,85.48,85.77,84.49,20190418
PMW,71817210,2019-02-07,2019-02-01,75.51,75.73,76.73,20190207
PMW,71817210,2018-10-18,2018-10-12,84.56,82.31,87.52,20181018
PMW,71817210,2018-07-19,2018-07-13,82.15,82.68,80.9,20180719
PMW,71817210,2018-04-19,2018-04-13,101.44,101.85,85.64,20180419
PMW,71817210,2018-02-08,2018-02-02,98.88,103.44,100.39,20180208
PNCF,69347510,2021-04-16,2021-04-09,174.79,180.21,178.86,20210416
PNCF,69347510,2021-01-15,2021-01-08,161.5,158.19,154.78,20210115
PNCF,69347510,2020-10-14,2020-10-09,112.51,115.48,109.83,20201014
PNCF,69347510,2020-07-15,2020-07-10,101.26,101.6,104.07,20200715
PNCF,69347510,2020-01-15,2020-01-10,159.88,158.57,154.08,20200115
PNCF,69347510,2019-10-16,2019-10-11,141.87,140.4,141.46,20191016
PNCF,69347510,2019-07-17,2019-07-12,138.76,142.19,139.68,20190717
PNCF,69347510,2019-04-12,2019-04-05,128.72,127.91,132.7,20190412
PNCF,69347510,2019-01-16,2019-01-11,121.12,120.05,121.21,20190116
PNCF,69347510,2018-10-12,2018-10-05,131.61,138.52,124.26,20181012
PNCF,69347510,2018-07-13,2018-07-06,137.99,136.0,138.32,20180713
PNCF,69347510,2018-04-13,2018-04-06,152.49,147.95,145.46,20180413
PNCF,69347510,2018-01-12,2018-01-05,151.49,144.78,151.84,20180112
PNK,72348Y10,2018-08-02,2018-07-27,33.02,32.87,33.03,20180802
PNK,72348Y10,2018-05-09,2018-05-04,32.67,32.32,32.78,20180509
PNK,72348Y10,2018-02-23,2018-02-16,29.95,30.73,30.21,20180223
PNM,69349H10,2021-04-30,2021-04-23,49.58,49.68,49.36,20210430
PNM,69349H10,2021-02-26,2021-02-19,48.15,48.6,48.01,20210226
PNM,69349H10,2020-10-30,2020-10-23,49.82,50.03,50.0,20201030
PNM,69349H10,2020-07-31,2020-07-24,41.94,41.22,42.23,20200731
PNM,69349H10,2020-02-28,2020-02-21,49.55,54.51,47.08,20200228
PNM,69349H10,2019-11-01,2019-10-25,52.15,51.21,51.76,20191101
PNM,69349H10,2019-08-02,2019-07-26,50.47,50.5,49.14,20190802
PNM,69349H10,2019-05-07,2019-05-03,47.45,47.1,46.79,20190507
PNM,69349H10,2019-02-27,2019-02-22,44.36,44.6,43.83,20190227
PNM,69349H10,2018-11-06,2018-11-02,38.96,38.14,39.35,20181106
PNM,69349H10,2018-07-31,2018-07-27,38.1,38.3,39.35,20180731
PNM,69349H10,2018-04-27,2018-04-20,39.7,38.65,40.05,20180427
PNM,69349H10,2018-02-27,2018-02-23,36.3,36.5,35.5,20180227
PNNF,72348P10,2018-08-02,2018-07-27,66.2,66.28,66.34,20180802
PNNF,72348P10,2018-05-03,2018-04-27,59.18,61.19,60.82,20180503
PNNF,72348P10,2018-03-01,2018-02-23,53.96,56.13,54.79,20180301
PNTA,G7S00T10,2021-04-22,2021-04-16,64.37,63.84,64.2,20210422
PNTA,G7S00T10,2021-01-28,2021-01-22,57.1,57.98,55.98,20210128
PNTA,G7S00T10,2020-10-20,2020-10-16,49.26,49.9,51.25,20201020
PNTA,G7S00T10,2020-07-23,2020-07-17,42.81,41.69,42.44,20200723
PNTA,G7S00T10,2020-04-30,2020-04-24,35.24,31.67,34.59,20200430
PNTA,G7S00T10,2020-01-28,2020-01-24,44.88,46.2,44.28,20200128
PNTA,G7S00T10,2019-10-23,2019-10-18,39.39,38.55,41.47,20191023
PNTA,G7S00T10,2019-07-23,2019-07-19,37.6,37.38,39.32,20190723
PNTA,G7S00T10,2019-04-17,2019-04-12,40.47,40.06,38.35,20190417
PNTA,G7S00T10,2019-01-29,2019-01-25,40.54,41.06,40.98,20190129
PNTA,G7S00T10,2018-10-23,2018-10-19,38.04,38.41,38.76,20181023
PNTA,G7S00T10,2018-07-25,2018-07-20,44.18,43.89,41.91,20180725
PNTA,G7S00T10,2018-04-19,2018-04-13,71.9,70.01,71.14,20180419
PNTA,G7S00T10,2018-01-30,2018-01-26,73.81,74.02,71.65,20180130
POOL,73278L10,2021-04-22,2021-04-16,385.67,382.21,410.46,20210422
POOL,73278L10,2021-02-11,2021-02-05,350.54,359.32,329.89,20210211
POOL,73278L10,2020-10-22,2020-10-16,355.97,359.44,350.26,20201022
POOL,73278L10,2020-07-23,2020-07-17,301.9,294.39,300.58,20200723
POOL,73278L10,2020-04-23,2020-04-17,190.42,198.78,204.4,20200423
POOL,73278L10,2020-02-13,2020-02-07,227.18,226.91,228.14,20200213
POOL,73278L10,2019-10-17,2019-10-11,200.74,203.26,212.97,20191017
POOL,73278L10,2019-07-18,2019-07-12,183.9,184.94,188.66,20190718
POOL,73278L10,2019-04-18,2019-04-12,169.16,168.09,177.89,20190418
POOL,73278L10,2019-02-14,2019-02-08,157.83,156.63,150.51,20190214
POOL,73278L10,2018-10-18,2018-10-12,144.23,148.16,142.34,20181018
POOL,73278L10,2018-07-19,2018-07-13,157.5,158.2,161.56,20180719
POOL,73278L10,2018-04-19,2018-04-13,146.87,145.48,144.7,20180419
POOL,73278L10,2018-02-15,2018-02-09,134.27,128.86,147.0,20180215
PORO,73650884,2021-04-30,2021-04-23,50.26,50.66,50.86,20210430
PORO,73650884,2021-02-19,2021-02-12,41.86,42.1,41.88,20210219
PORO,73650884,2020-10-30,2020-10-23,39.61,40.96,39.3,20201030
PORO,73650884,2020-07-31,2020-07-24,44.31,43.87,44.13,20200731
PORO,73650884,2020-04-24,2020-04-17,48.43,50.82,46.41,20200424
PORO,73650884,2020-02-14,2020-02-07,62.34,60.65,61.8,20200214
PORO,73650884,2019-11-01,2019-10-25,56.88,56.66,57.81,20191101
PORO,73650884,2019-08-02,2019-07-26,55.4,55.08,54.4,20190802
PORO,73650884,2019-02-15,2019-02-08,48.85,49.27,48.93,20190215
PORO,73650884,2018-10-26,2018-10-19,45.92,46.9,44.55,20181026
PORO,73650884,2018-07-27,2018-07-20,45.33,44.42,44.83,20180727
PORO,73650884,2018-04-27,2018-04-20,41.39,40.17,42.33,20180427
PORO,73650884,2018-02-16,2018-02-09,40.96,40.47,41.2,20180216
POZN,03852X10,2018-05-08,2018-05-04,1.52,1.45,0.4964,20180508
POZN,03852X10,2018-03-13,2018-03-09,2.02,2.01,1.74,20180313
PPG,69350610,2020-01-16,2020-01-10,130.74,128.09,127.41,20200116
PPG,69350610,2019-10-17,2019-10-11,118.96,119.17,121.24,20191017
PPG,69350610,2019-07-18,2019-07-12,116.61,117.04,117.0,20190718
PPG,69350610,2019-04-18,2019-04-12,117.39,115.6,119.86,20190418
PPG,69350610,2019-01-17,2019-01-11,102.54,101.86,107.36,20190117
PPG,69350610,2018-10-18,2018-10-12,98.12,95.09,98.99,20181018
PPG,69350610,2018-07-19,2018-07-13,106.75,103.99,106.39,20180719
PPG,69350610,2018-04-19,2018-04-13,113.19,110.0,109.64,20180419
PPG,69350610,2018-01-18,2018-01-12,114.5,118.17,118.41,20180118
PPL,69351T10,2021-02-18,2021-02-12,28.07,28.01,27.77,20210218
PPL,69351T10,2020-11-05,2020-10-30,27.92,27.5,28.06,20201105
PPL,69351T10,2020-08-10,2020-08-07,27.14,27.14,28.65,20200810
PPL,69351T10,2020-05-08,2020-05-01,24.29,24.87,26.11,20200508
PPL,69351T10,2020-02-14,2020-02-07,36.28,36.02,35.37,20200214
PPL,69351T10,2019-11-05,2019-11-01,33.47,33.59,33.57,20191105
PPL,69351T10,2019-08-06,2019-08-02,28.98,29.66,29.59,20190806
PPL,69351T10,2019-05-02,2019-04-26,31.09,30.78,30.74,20190502
PPL,69351T10,2019-02-14,2019-02-08,30.91,31.29,30.55,20190214
PPL,69351T10,2018-11-01,2018-10-26,30.4,29.96,30.68,20181101
PPL,69351T10,2018-08-07,2018-08-03,29.03,28.97,28.94,20180807
PPL,69351T10,2018-05-03,2018-04-27,28.69,29.0,28.65,20180503
PPL,69351T10,2018-02-22,2018-02-16,30.11,31.45,29.52,20180222
PQG,73943T10,2021-05-06,2021-04-30,14.59,14.0,14.6,20210506
PQG,73943T10,2021-03-09,2021-03-05,17.64,17.32,17.35,20210309
PQG,73943T10,2020-10-30,2020-10-23,12.13,12.59,11.56,20201030
PQG,73943T10,2020-07-30,2020-07-24,13.36,13.5,12.57,20200730
PQG,73943T10,2020-05-05,2020-05-01,11.08,11.09,11.09,20200505
PQG,73943T10,2020-02-20,2020-02-14,15.17,15.2,15.17,20200220
PQG,73943T10,2019-10-31,2019-10-25,16.4,16.1,16.47,20191031
PQG,73943T10,2019-08-08,2019-08-02,13.42,14.7,14.58,20190808
PQG,73943T10,2019-05-09,2019-05-03,15.9,16.01,15.59,20190509
PQG,73943T10,2019-02-21,2019-02-15,16.66,15.95,16.72,20190221
PQG,73943T10,2018-11-06,2018-11-02,15.82,16.33,15.63,20181106
PQG,73943T10,2018-08-09,2018-08-03,17.63,17.51,17.88,20180809
PQG,73943T10,2018-05-10,2018-05-04,14.22,14.06,13.97,20180510
PQG,73943T10,2018-03-21,2018-03-16,13.54,13.97,14.27,20180321
PRAH,69354M10,2021-02-24,2021-02-19,127.73,127.73,151.66,20210224
PRCP,71361F10,2020-09-28,2020-09-25,4.09,4.09,6.82,20200928
PRGO,G9782210,2021-05-11,2021-05-07,43.12,42.96,44.34,20210511
PRGO,G9782210,2021-03-01,2021-02-26,40.36,40.36,42.26,20210301
PRGO,G9782210,2020-08-05,2020-07-31,55.12,53.02,51.98,20200805
PRGO,G9782210,2020-04-30,2020-04-24,54.33,51.43,53.3,20200430
PRGO,G9782210,2020-02-27,2020-02-21,60.67,59.86,51.82,20200227
PRGO,G9782210,2019-11-06,2019-11-01,54.15,54.6,50.51,20191106
PRGO,G9782210,2019-08-08,2019-08-02,50.47,52.41,47.04,20190808
PRGO,G9782210,2018-11-08,2018-11-02,75.14,71.47,62.88,20181108
PRGO,G9782210,2018-08-09,2018-08-03,78.3,78.71,70.03,20180809
PRGO,G9782210,2018-05-08,2018-05-04,77.24,76.26,74.5,20180508
PRIN,74051N10,2021-05-04,2021-04-30,35.75,35.35,35.06,20210504
PRIN,74051N10,2021-02-02,2021-01-29,34.27,33.87,35.48,20210202
PRIN,74051N10,2020-08-25,2020-08-21,33.7,33.82,32.31,20200825
PRIN,74051N10,2020-05-05,2020-05-01,31.35,32.37,30.45,20200505
PRIN,74051N10,2020-02-04,2020-01-31,34.93,34.77,31.93,20200204
PRIN,74051N10,2019-11-05,2019-11-01,33.42,33.19,36.59,20191105
PRIN,74051N10,2019-08-20,2019-08-16,38.47,38.73,37.6,20190820
PRIN,74051N10,2019-05-07,2019-05-03,34.76,34.31,36.83,20190507
PRIN,74051N10,2019-02-05,2019-02-01,40.82,40.16,39.49,20190205
PRIN,74051N10,2018-11-06,2018-11-02,44.99,44.86,41.5,20181106
PRIN,74051N10,2018-08-21,2018-08-17,38.34,38.37,43.95,20180821
PRLB,74371310,2021-05-06,2021-04-30,102.28,112.06,101.26,20210506
PRLB,74371310,2021-02-12,2021-02-05,200.74001,216.56,197.05,20210212
PRLB,74371310,2020-10-29,2020-10-23,117.51,137.25,118.82,20201029
PRLB,74371310,2020-07-28,2020-07-24,137.92999,129.88,124.75,20200728
PRLB,74371310,2020-04-30,2020-04-24,98.56,84.26,101.59,20200430
PRLB,74371310,2020-02-06,2020-01-31,113.05,103.5,99.02,20200206
PRLB,74371310,2019-10-24,2019-10-18,107.24,104.2,94.86,20191024
PRLB,74371310,2019-07-25,2019-07-19,108.14,106.98,97.53,20190725
PRLB,74371310,2019-02-07,2019-02-01,130.06,124.49,101.58,20190207
PRLB,74371310,2018-10-25,2018-10-19,114.01,120.5,123.42,20181025
PRLB,74371310,2018-07-26,2018-07-20,137.25,135.0,136.7,20180726
PRLB,74371310,2018-04-26,2018-04-20,119.25,125.75,124.35,20180426
PRLB,74371310,2018-02-08,2018-02-02,107.3,108.95,108.0,20180208
PROG,74331510,2021-04-15,2021-04-09,97.18,95.68,100.4,20210415
PROG,74331510,2021-01-27,2021-01-22,91.72,92.31,87.04,20210127
PROG,74331510,2020-10-14,2020-10-09,100.27,99.88,99.65,20201014
PROG,74331510,2020-07-15,2020-07-10,84.5,80.76,85.89,20200715
PROG,74331510,2019-10-16,2019-10-11,74.97,75.22,72.87,20191016
PROG,74331510,2019-07-17,2019-07-12,84.12,84.39,80.2,20190717
PROG,74331510,2019-04-16,2019-04-12,72.26,72.61,77.26,20190416
PROG,74331510,2019-01-23,2019-01-18,63.29,64.42,64.99,20190123
PROG,74331510,2018-07-17,2018-07-13,58.42,58.44,59.4,20180717
PROG,74331510,2018-04-17,2018-04-13,60.93,60.07,62.28,20180417
PROG,74331510,2018-01-24,2018-01-19,57.05,57.66,55.33,20180124
PRSC,60783X10,2021-05-07,2021-04-30,140.7,140.08,150.78,20210507
PRSP,74360610,2021-04-28,2021-04-23,77.29,76.76,74.74,20210428
PRSP,74360610,2021-01-27,2021-01-22,68.47,70.25,68.31,20210127
PRSP,74360610,2020-10-28,2020-10-23,55.26,59.21,53.4,20201028
PRSP,74360610,2020-07-29,2020-07-24,55.51,56.34,58.63,20200729
PRSP,74360610,2020-04-29,2020-04-24,54.18,51.05,61.09,20200429
PRSP,74360610,2020-01-29,2020-01-24,67.72,67.86,69.2,20200129
PRSP,74360610,2019-10-23,2019-10-18,71.57,70.8,73.95,20191023
PRSP,74360610,2019-07-24,2019-07-19,67.5,67.82,70.21,20190724
PRSP,74360610,2019-01-30,2019-01-25,71.05,70.79,71.68,20190130
PRSP,74360610,2018-10-24,2018-10-19,62.18,63.56,60.56,20181024
PRSP,74360610,2018-07-25,2018-07-20,69.58,69.75,68.88,20180725
PRSP,74360610,2018-04-25,2018-04-20,75.75,74.51,73.94,20180425
PRSP,74360610,2018-01-24,2018-01-19,75.69,75.65,77.15,20180124
PRTF,71375U10,2021-04-29,2021-04-23,63.89,64.19,65.14,20210429
PRTF,71375U10,2021-02-25,2021-02-19,58.4,59.32,56.11,20210225
PRTF,71375U10,2020-10-29,2020-10-23,38.76,43.91,38.42,20201029
PRTF,71375U10,2020-07-30,2020-07-24,37.79,36.2,38.97,20200730
PRTF,71375U10,2020-05-07,2020-05-01,33.82,33.07,35.08,20200507
PRTF,71375U10,2020-02-25,2020-02-21,49.31,50.59,44.15,20200225
PRTF,71375U10,2019-11-07,2019-11-01,38.12,39.11,38.38,20191107
PRTF,71375U10,2019-08-01,2019-07-26,34.17,35.55,37.92,20190801
PRTF,71375U10,2019-05-02,2019-04-26,29.34,28.78,31.58,20190502
PRTF,71375U10,2019-02-26,2019-02-22,26.59,26.49,28.82,20190226
PRTF,71375U10,2018-11-01,2018-10-26,25.02,24.74,24.93,20181101
PRTF,71375U10,2018-08-02,2018-07-27,26.35,26.68,26.68,20180802
PRTF,71375U10,2018-05-01,2018-04-27,24.73,24.64,23.85,20180501
PRTF,71375U10,2018-03-01,2018-02-23,19.47,19.58,20.41,20180301
PRTH,15721010,2021-05-10,2021-05-07,52.16,52.16,42.4,20210510
PRTH,15721010,2021-02-16,2021-02-12,69.87,69.87,74.11,20210216
PRTH,15721010,2020-11-05,2020-10-30,42.48,40.32,43.57,20201105
PRTH,15721010,2020-08-10,2020-08-07,42.01,42.01,45.58,20200810
PRTH,15721010,2020-05-11,2020-05-08,33.63,33.63,33.33,20200511
PRTH,15721010,2020-02-18,2020-02-14,29.86,29.86,34.87,20200218
PRTH,15721010,2019-11-07,2019-11-01,27.0,28.26,28.75,20191107
PRTH,15721010,2019-08-08,2019-08-02,26.85,26.64,31.4,20190808
PRTH,15721010,2019-05-06,2019-05-03,25.3,25.3,25.29,20190506
PRTH,15721010,2019-02-13,2019-02-08,31.07,29.39,28.59,20190213
PRTH,15721010,2018-11-08,2018-11-02,25.48,26.41,29.35,20181108
PRTH,15721010,2018-08-07,2018-08-03,32.55,31.5,27.6,20180807
PRTH,15721010,2018-05-09,2018-05-04,34.25,34.25,30.05,20180509
PRTH,15721010,2018-02-06,2018-02-02,40.35,41.25,39.75,20180206
PRTL,40413910,2018-11-06,2018-11-02,5.24,5.27,5.33,20181106
PRTY,70214910,2021-05-10,2021-05-07,7.96,7.96,8.84,20210510
PRTY,70214910,2021-03-11,2021-03-05,7.7,7.46,6.8,20210311
PRTY,70214910,2020-11-09,2020-11-06,2.34,2.34,3.15,20201109
PRTY,70214910,2020-08-06,2020-07-31,1.82,1.64,1.63,20200806
PRTY,70214910,2020-06-12,2020-06-05,1.42,1.78,1.78,20200612
PRTY,70214910,2020-03-12,2020-03-06,1.05,1.6,0.5477,20200312
PRTY,70214910,2019-11-07,2019-11-01,6.1,5.66,2.0,20191107
PRTY,70214910,2019-08-08,2019-08-02,5.69,6.04,4.65,20190808
PRTY,70214910,2019-05-09,2019-05-03,7.26,6.67,8.05,20190509
PRTY,70214910,2019-02-28,2019-02-22,12.31,12.1,10.41,20190228
