TICKER,CUSIP,EDATE,LFRI,PrePRC,OpmPRC,PostPRC,ANNDATS
BLUB,09609G10,2020-08-05,2020-07-31,62.06,60.7,63.84,20200805
BLUB,09609G10,2020-02-18,2020-02-14,88.22,89.31,80.45,20200218
BLUB,09609G10,2019-10-31,2019-10-25,81.0,82.18,82.86,20191031
BLUB,09609G10,2019-08-01,2019-07-26,128.14999,139.74001,120.28,20190801
BLUB,09609G10,2020-11-04,2020-10-30,58.55,51.71,48.83,20201104
BLUB,09609G10,2019-05-02,2019-04-26,141.98,143.0,143.32001,20190502
BLUB,09609G10,2019-02-21,2019-02-15,127.24,137.03,131.32001,20190221
BLUB,09609G10,2018-11-01,2018-10-26,130.14999,111.72,132.69,20181101
BLUB,09609G10,2018-02-21,2018-02-16,207.39999,213.35001,201.2,20180221
BLUB,09609G10,2018-05-02,2018-04-27,172.5,173.75,169.60001,20180502
BMI,05652510,2018-07-18,2018-07-13,46.95,46.05,51.0,20180718
BMI,05652510,2018-04-17,2018-04-13,46.1,45.75,41.9,20180417
BMI,05652510,2018-02-05,2018-02-02,46.2,48.15,47.9,20180205
BMRN,09061G10,2021-04-29,2021-04-23,80.18,78.73,77.92,20210429
BMRN,09061G10,2021-02-25,2021-02-19,81.76,81.76,77.43,20210225
BMRN,09061G10,2020-11-05,2020-10-30,75.05,74.43,76.74,20201105
BMRN,09061G10,2020-08-04,2020-07-31,119.83,119.81,119.83,20200804
BMRN,09061G10,2020-04-29,2020-04-24,94.71,97.31,92.02,20200429
BMRN,09061G10,2020-02-26,2020-02-21,91.22,95.16,89.82,20200226
BMRN,09061G10,2019-08-01,2019-07-26,81.0,81.11,77.84,20190801
BMRN,09061G10,2019-02-21,2019-02-15,88.81,93.99,87.87,20190221
BMRN,09061G10,2018-10-25,2018-10-19,96.43,103.22,97.44,20181025
BMRN,09061G10,2018-08-02,2018-07-27,102.05,100.04,99.47,20180802
BMRN,09061G10,2018-04-25,2018-04-20,81.53,82.3,82.51,20180425
BMRN,09061G10,2018-02-22,2018-02-16,84.0,84.98,83.05,20180222
BMRN,09061G10,2019-10-23,2019-10-18,69.01,69.15,69.45,20191023
BMT1,11766510,2021-01-21,2021-01-15,33.24,33.72,33.37,20210121
BMT1,11766510,2020-10-22,2020-10-16,28.34,27.21,28.43,20201022
BMT1,11766510,2020-04-20,2020-04-17,25.79,27.54,25.22,20200420
BMT1,11766510,2020-01-16,2020-01-10,40.25,40.28,39.86,20200116
BMT1,11766510,2020-07-20,2020-07-17,25.87,26.275,28.54,20200720
BMT1,11766510,2019-10-17,2019-10-11,35.75,36.0,37.26,20191017
BMT1,11766510,2019-01-17,2019-01-11,37.62,36.5,38.0,20190117
BNED,06777U10,2021-06-29,2021-06-25,8.67,8.87,7.21,20210629
BNED,06777U10,2018-06-20,2018-06-15,6.76,6.46,7.66,20180620
BNFT,08180D10,2021-05-04,2021-04-30,13.68,13.52,14.09,20210504
BNFT,08180D10,2021-03-08,2021-03-05,14.24,14.0,13.72,20210308
BNFT,08180D10,2020-11-05,2020-10-30,10.9,10.27,10.08,20201105
BNFT,08180D10,2020-08-05,2020-07-31,12.565,11.71,12.44,20200805
BNFT,08180D10,2020-05-06,2020-05-01,10.98,10.22,11.35,20200506
BNFT,08180D10,2020-03-03,2020-02-28,11.42,12.48,12.2,20200303
BNFT,08180D10,2019-11-06,2019-11-01,24.12,23.12,23.4,20191106
BNFT,08180D10,2019-08-06,2019-08-02,23.49,25.11,24.76,20190806
BNFT,08180D10,2019-05-01,2019-04-26,39.78,40.63,35.26,20190501
BNFT,08180D10,2019-02-26,2019-02-22,57.8,60.0,51.47,20190226
BNFT,08180D10,2018-08-02,2018-07-27,31.4,32.3,37.6,20180802
BNFT,08180D10,2018-05-03,2018-04-27,30.4,29.9,34.45,20180503
BNFT,08180D10,2018-03-14,2018-03-09,24.8,25.0,23.55,20180314
BNFT,08180D10,2018-11-01,2018-10-26,36.0,32.57,39.53,20181101
BOFI,05465C10,2021-04-29,2021-04-23,46.31,45.88,45.15,20210429
BOFI,05465C10,2021-01-28,2021-01-22,40.13,41.74,38.95,20210128
BOFI,05465C10,2020-10-29,2020-10-23,26.15,27.81,27.26,20201029
BOFI,05465C10,2020-07-29,2020-07-24,21.2,20.71,22.57,20200729
BOFI,05465C10,2020-04-29,2020-04-24,21.56,17.61,23.05,20200429
BOFI,05465C10,2020-01-29,2020-01-24,27.01,28.45,28.43,20200129
BOFI,05465C10,2019-10-29,2019-10-25,30.71,30.22,29.49,20191029
BOFI,05465C10,2019-07-30,2019-07-26,27.72,27.56,29.31,20190730
BOFI,05465C10,2019-04-30,2019-04-26,32.72,32.64,30.37,20190430
BOFI,05465C10,2019-01-29,2019-01-25,28.6,28.11,30.71,20190129
BOFI,05465C10,2018-10-24,2018-10-19,29.59,32.84,27.85,20181024
BOJA,09748810,2018-08-02,2018-07-27,13.1,13.35,13.7,20180802
BOJA,09748810,2018-05-08,2018-05-04,15.25,14.95,15.2,20180508
BOJA,09748810,2018-11-08,2018-11-02,16.08,15.8,16.08,20181108
BOJA,09748810,2018-03-06,2018-03-02,12.875,13.5,13.75,20180306
BOOM,23291C10,2021-04-22,2021-04-16,52.01,56.03,50.0,20210422
BOOM,23291C10,2021-02-18,2021-02-12,62.0,56.54,64.4,20210218
BOOM,23291C10,2020-10-22,2020-10-16,34.68,33.22,37.41,20201022
BOOM,23291C10,2020-07-23,2020-07-17,29.2,26.55,28.6,20200723
BOOM,23291C10,2020-04-23,2020-04-17,26.0,27.45,24.85,20200423
BOOM,23291C10,2020-02-20,2020-02-14,39.03,38.74,39.42,20200220
BOOM,23291C10,2019-10-24,2019-10-18,39.0,40.755,46.31,20191024
BOOM,23291C10,2019-07-25,2019-07-19,60.1,60.45,51.48,20190725
BOOM,23291C10,2019-02-21,2019-02-15,35.43,35.13,48.72,20190221
BOOM,23291C10,2018-10-25,2018-10-19,32.22,34.7,37.64,20181025
BOOM,23291C10,2018-07-26,2018-07-20,50.6,49.45,39.9,20180726
BOOM,23291C10,2018-04-26,2018-04-20,31.65,29.4,39.35,20180426
BOOM,23291C10,2018-03-08,2018-03-02,23.25,21.7,25.65,20180308
BOVI,03837C10,2021-05-12,2021-05-07,9.36,9.6,9.7,20210512
BOVI,03837C10,2020-03-16,2020-03-13,4.59,5.54,4.36,20200316
BOVI,03837C10,2019-08-07,2019-08-02,6.3,7.41,7.26,20190807
BOVI,03837C10,2019-05-08,2019-05-03,5.72,5.34,6.18,20190508
BOVI,03837C10,2019-11-11,2019-11-08,7.22,7.01,8.0,20191111
BOW,76117W10,2018-11-01,2018-10-26,13.66,11.29,13.65,20181101
BOYD,10330410,2021-02-16,2021-02-12,54.61,54.09,52.76,20210216
BOYD,10330410,2021-04-27,2021-04-23,68.98,66.85,68.39,20210427
BOYD,10330410,2020-10-26,2020-10-23,34.06,34.7,32.34,20201026
BOYD,10330410,2020-07-28,2020-07-24,22.11,22.2,24.54,20200728
BOYD,10330410,2020-04-28,2020-04-24,16.87,15.46,17.57,20200428
BOYD,10330410,2020-02-20,2020-02-14,34.74,33.28,33.91,20200220
BOYD,10330410,2019-10-22,2019-10-18,26.16,26.02,26.8,20191022
BOYD,10330410,2019-07-30,2019-07-26,27.94,27.0,26.49,20190730
BOYD,10330410,2019-02-21,2019-02-15,28.28,27.85,31.0,20190221
BOYD,10330410,2018-10-25,2018-10-19,29.59,31.08,26.01,20181025
BOYD,10330410,2018-07-26,2018-07-20,36.51,38.35,35.39,20180726
BOYD,10330410,2018-04-26,2018-04-20,33.45,34.99,33.11,20180426
BOYD,10330410,2018-02-20,2018-02-16,37.6,37.34,35.01,20180220
BPBC,10111910,2021-04-22,2021-04-16,13.82,13.87,14.91,20210422
BPBC,10111910,2021-01-21,2021-01-15,12.55,12.7,13.23,20210121
BPBC,10111910,2020-10-21,2020-10-16,6.67,6.39,6.6,20201021
BPBC,10111910,2020-07-28,2020-07-24,6.17,6.31,6.155,20200728
BPBC,10111910,2020-01-22,2020-01-17,12.335,12.27,12.0,20200122
BPBC,10111910,2019-07-24,2019-07-19,11.84,11.59,11.81,20190724
BPBC,10111910,2019-01-30,2019-01-25,11.71,11.63,11.6,20190130
BPBC,10111910,2018-10-17,2018-10-12,13.3,13.18,13.79,20181017
BPBC,10111910,2018-07-18,2018-07-13,16.2,16.05,15.05,20180718
BPBC,10111910,2019-04-17,2019-04-12,11.61,11.54,11.59,20190417
BPBC,10111910,2019-10-24,2019-10-18,11.78,11.61,11.29,20191024
BPBC,10111910,2018-04-18,2018-04-13,15.5,15.4,16.2,20180418
BPBC,10111910,2018-01-17,2018-01-12,15.8,15.8,15.65,20180117
BPMC,09627Y10,2018-10-30,2018-10-26,60.8,65.44,60.77,20181030
BRA2,14740B60,2018-03-08,2018-03-02,10.02,10.0,11.73,20180308
BRBR,07982310,2021-05-06,2021-04-30,25.39,25.79,26.01,20210506
BRBR,07982310,2021-02-04,2021-01-29,24.95,23.26,24.35,20210204
BRBR,07982310,2020-11-19,2020-11-13,20.02,20.76,21.4,20201119
BRBR,07982310,2020-08-06,2020-07-31,20.57,19.87,19.79,20200806
BRBR,07982310,2020-05-07,2020-05-01,17.11,16.66,18.32,20200507
BRBR,07982310,2020-02-06,2020-01-31,22.85,21.64,21.26,20200206
BRHZ,10919410,2021-05-05,2021-04-30,148.14999,144.83,137.5,20210505
BRHZ,10919410,2021-02-17,2021-02-12,179.74001,178.17999,164.98,20210217
BRHZ,10919410,2020-11-05,2020-10-30,163.33,158.05,154.55,20201105
BRHZ,10919410,2020-08-05,2020-07-31,112.97,107.24,123.55,20200805
BRHZ,10919410,2020-05-06,2020-05-01,120.7,115.96,112.61,20200506
BRHZ,10919410,2020-02-13,2020-02-07,173.74001,167.75999,172.32001,20200213
BRHZ,10919410,2019-10-30,2019-10-25,147.23,149.7,148.52,20191030
BRHZ,10919410,2019-08-01,2019-07-26,149.91,156.85001,149.56,20190801
BRHZ,10919410,2019-04-30,2019-04-26,128.14999,128.14999,129.42999,20190430
BRHZ,10919410,2019-02-12,2019-02-08,117.47,117.92,120.98,20190212
BRHZ,10919410,2018-11-01,2018-10-26,115.55,112.69,115.93,20181101
BRHZ,10919410,2018-02-08,2018-02-02,91.78,97.21,93.56,20180208
BRHZ,10919410,2018-04-30,2018-04-27,94.88,96.0,95.03,20180430
BRHZ,10919410,2018-08-02,2018-07-27,108.28,109.14,110.33,20180802
BRK2,11434010,2021-05-10,2021-05-07,89.44,99.17,91.97,20210510
BRK2,11434010,2021-02-02,2021-01-29,84.56,75.76,77.58,20210202
BRK2,11434010,2020-11-10,2020-11-06,59.43,57.45,66.6,20201110
BRK2,11434010,2020-07-30,2020-07-24,47.31,43.65,54.45,20200730
BRK2,11434010,2020-04-30,2020-04-24,38.49,34.88,35.18,20200430
BRK2,11434010,2020-02-06,2020-01-31,40.55,38.08,39.17,20200206
BRK2,11434010,2019-11-06,2019-11-01,44.69,43.0,48.05,20191106
BRK2,11434010,2019-08-01,2019-07-26,37.78,41.51,32.69,20190801
BRK2,11434010,2019-04-29,2019-04-26,32.36,31.66,37.51,20190429
BRK2,11434010,2019-02-05,2019-02-01,31.39,30.9,31.71,20190205
BRK2,11434010,2018-11-19,2018-11-16,27.24,28.81,25.48,20181119
BRK2,11434010,2018-08-06,2018-08-03,31.55,31.79,29.5,20180806
BRK2,11434010,2018-05-01,2018-04-27,25.66,25.19,26.96,20180501
BRK2,11434010,2018-02-01,2018-01-26,28.57,29.27,26.935,20180201
BRKL,11373M10,2021-04-28,2021-04-23,15.55,15.785,15.77,20210428
BRKL,11373M10,2021-01-27,2021-01-22,12.56,13.06,12.81,20210127
BRKL,11373M10,2020-10-28,2020-10-23,9.5,10.02,9.515,20201028
BRKL,11373M10,2020-07-22,2020-07-17,9.63,9.5,9.99,20200722
BRKL,11373M10,2020-04-29,2020-04-24,11.9,10.6,10.21,20200429
BRKL,11373M10,2020-01-29,2020-01-24,15.18,15.63,15.565,20200129
BRKL,11373M10,2019-10-23,2019-10-18,15.44,15.05,16.01,20191023
BRKL,11373M10,2019-07-24,2019-07-19,15.04,14.835,14.51,20190724
BRKL,11373M10,2019-01-30,2019-01-25,15.01,14.48,14.87,20190130
BRKL,11373M10,2018-10-24,2018-10-19,14.71,15.64,15.53,20181024
BRKL,11373M10,2018-07-25,2018-07-20,18.65,18.75,18.7,20180725
BRKL,11373M10,2018-04-25,2018-04-20,16.5,16.35,17.05,20180425
BRKL,11373M10,2018-01-31,2018-01-26,16.0,16.15,16.8,20180131
BRSS,37953G10,2019-05-02,2019-04-26,43.36,43.32,43.65,20190502
BRSS,37953G10,2019-02-28,2019-02-22,33.75,33.49,33.07,20190228
BRSS,37953G10,2018-05-03,2018-04-27,29.7,30.5,31.85,20180503
BRSS,37953G10,2018-03-01,2018-02-23,28.25,29.3,30.75,20180301
BRSS,37953G10,2018-08-02,2018-07-27,32.25,31.7,35.95,20180802
BRSS,37953G10,2018-11-01,2018-10-26,32.35,31.65,30.16,20181101
BSA,06985P20,2019-07-31,2019-07-26,1.78,1.67,1.76,20190731
BSA,06985P20,2019-05-09,2019-05-03,2.46,2.6,2.79,20190509
BSA,06985P20,2019-10-30,2019-10-25,0.62,0.64982,0.57,20191030
BSA,06985P20,2019-02-28,2019-02-22,4.83,4.79,4.92,20190228
BSA,06985P20,2018-11-01,2018-10-26,7.81,8.03,8.45,20181101
BSA,06985P20,2018-07-31,2018-07-27,11.28,10.89,8.27,20180731
BSA,06985P20,2018-05-03,2018-04-27,16.48,16.05,13.02,20180503
BSA,06985P20,2018-02-26,2018-02-23,19.99,20.34,17.13,20180226
BSET,07020310,2018-09-27,2018-09-21,20.45,20.35,21.25,20180927
BSET,07020310,2018-03-28,2018-03-23,31.55,32.125,30.35,20180328
BSET,07020310,2018-06-28,2018-06-22,27.55,27.4,27.55,20180628
BSGM,09073N20,2021-05-17,2021-05-14,3.31,3.33,3.44,20210517
BSGM,09073N20,2021-03-15,2021-03-12,4.73,4.58,4.9,20210315
BSGM,09073N20,2020-11-05,2020-10-30,3.39,3.16,3.27,20201105
BSGM,09073N20,2020-08-06,2020-07-31,7.62,9.02,7.43,20200806
BSGM,09073N20,2020-05-11,2020-05-08,10.88,9.36,11.45,20200511
BSGM,09073N20,2020-03-13,2020-03-06,3.07,3.61,2.63,20200313
BSGM,09073N20,2019-10-23,2019-10-18,7.47,6.98,7.49,20191023
BSGM,09073N20,2019-04-15,2019-04-12,6.6282,6.38,6.58,20190415
BSGM,09073N20,2019-03-15,2019-03-08,7.23,5.61,6.95,20190315
BSGM,09073N20,2018-11-02,2018-10-26,4.147,4.55,4.3,20181102
BSIM,57632310,2021-05-06,2021-04-30,109.35,104.36,111.28,20210506
BSIM,57632310,2021-02-25,2021-02-19,87.74,85.88,86.75,20210225
BSIM,57632310,2020-10-29,2020-10-23,48.35,51.05,49.64,20201029
BSIM,57632310,2020-07-30,2020-07-24,37.82,40.07,39.78,20200730
BSIM,57632310,2020-04-30,2020-04-24,35.9,33.23,37.13,20200430
BSIM,57632310,2020-02-27,2020-02-21,52.38,61.6,49.08,20200227
BSIM,57632310,2019-10-31,2019-10-25,62.94,65.15,68.46,20191031
BSIM,57632310,2019-08-01,2019-07-26,50.09,51.92,58.02,20190801
BSIM,57632310,2019-05-02,2019-04-26,50.21,51.19,49.9,20190502
BSIM,57632310,2019-02-28,2019-02-22,43.18,44.6,46.89,20190228
BSIM,57632310,2018-11-01,2018-10-26,45.1,41.23,47.73,20181101
BSIM,57632310,2018-08-02,2018-07-27,47.35,47.8,46.7,20180802
BSIM,57632310,2018-04-30,2018-04-27,44.0,45.0,46.8,20180430
BSIM,57632310,2018-02-27,2018-02-23,51.45,52.7,50.95,20180227
BSQR,11776U30,2018-02-20,2018-02-16,4.1,4.1,3.7455,20180220
BTIM,53566P10,2021-03-11,2021-03-05,2.34,1.85,2.48,20210311
BTIM,53566P10,2020-11-04,2020-10-30,1.21,1.1,1.31,20201104
BTIM,53566P10,2021-05-13,2021-05-07,2.17,2.74,2.26,20210513
BTIM,53566P10,2020-08-06,2020-07-31,0.92,0.82,0.908,20200806
BTIM,53566P10,2020-05-07,2020-05-01,0.957,0.82,0.92,20200507
BTIM,53566P10,2020-03-12,2020-03-06,0.6801,0.91,0.7501,20200312
BTIM,53566P10,2019-11-12,2019-11-08,0.7175,0.7962,0.778,20191112
BTN,05851610,2018-03-15,2018-03-09,5.3,5.325,4.85,20180315
BTPH,00182C10,2018-02-27,2018-02-23,60.4,56.98,64.07,20180227
BV,10948C10,2018-11-27,2018-11-23,11.78,12.09,13.49,20181127
BVIC,04744L10,2021-05-06,2021-04-30,1.56,1.67,1.54,20210506
BVIC,04744L10,2021-03-25,2021-03-19,1.74,1.87,1.67,20210325
BVIC,04744L10,2020-11-09,2020-11-06,1.83,1.76,1.94,20201109
BVIC,04744L10,2020-08-10,2020-08-07,2.59,2.62,2.26,20200810
BVIC,04744L10,2020-05-07,2020-05-01,2.63,2.45,2.84,20200507
BVIC,04744L10,2020-03-16,2020-03-13,1.18,1.22,1.46,20200316
BVIC,04744L10,2019-11-06,2019-11-01,1.35,1.29,1.29,20191106
BVIC,04744L10,2019-05-08,2019-05-03,1.57,1.55,1.6,20190508
BVIC,04744L10,2019-03-14,2019-03-08,1.56,1.51,1.51,20190314
BVIC,04744L10,2018-11-06,2018-11-02,2.04,2.02,1.96,20181106
BVIC,04744L10,2018-08-07,2018-08-03,1.92,1.91,1.93,20180807
BVIC,04744L10,2018-05-10,2018-05-04,2.1,2.08,2.08,20180510
BVIC,04744L10,2019-08-07,2019-08-02,1.35,1.36,1.27,20190807
BVIC,04744L10,2018-03-13,2018-03-09,1.84,1.56,1.92,20180313
BWCN,05605H10,2021-05-03,2021-04-30,67.27,66.92,67.18,20210503
BWCN,05605H10,2021-02-22,2021-02-19,57.73,58.59,57.45,20210222
BWCN,05605H10,2020-08-03,2020-07-31,54.37,54.52,58.84,20200803
BWCN,05605H10,2020-05-04,2020-05-01,51.06,51.71,54.15,20200504
BWCN,05605H10,2020-02-24,2020-02-21,69.38,70.15,60.76,20200224
BWCN,05605H10,2019-08-05,2019-08-02,48.7,50.4,55.85,20190805
BWCN,05605H10,2019-11-04,2019-11-01,59.01,58.38,60.28,20191104
BWCN,05605H10,2019-05-01,2019-04-26,50.7,50.92,49.71,20190501
BWCN,05605H10,2019-02-25,2019-02-22,52.87,53.03,53.08,20190225
BWCN,05605H10,2018-11-06,2018-11-02,60.67,59.91,46.26,20181106
BWCN,05605H10,2018-08-06,2018-08-03,66.81,66.77,64.18,20180806
BWCN,05605H10,2018-05-04,2018-04-27,66.5,68.31,67.7,20180504
BWCN,05605H10,2018-02-27,2018-02-23,63.29,64.23,62.96,20180227
BWI1,74368L20,2020-11-03,2020-10-30,13.5,13.15,13.5,20201103
BWI1,74368L20,2020-05-05,2020-05-01,14.21,15.0,13.77,20200505
BWI1,74368L20,2020-02-25,2020-02-21,15.55,15.82,15.53,20200225
BWI1,74368L20,2020-08-04,2020-07-31,13.78,12.8,14.17,20200804
BWI1,74368L20,2019-11-05,2019-11-01,16.0,16.03,16.26,20191105
BWI1,74368L20,2019-08-06,2019-08-02,15.93,16.4,16.3,20190806
BWI1,74368L20,2019-05-07,2019-05-03,16.25,15.985,16.37,20190507
BWI1,74368L20,2019-02-26,2019-02-22,23.03,23.02,21.45,20190226
BXCN,09624H20,2021-05-04,2021-04-30,53.31,50.47,53.61,20210504
BXCN,09624H20,2021-03-03,2021-02-26,41.88,40.1,35.67,20210303
BXCN,09624H20,2020-08-03,2020-07-31,14.58,13.71,17.5,20200803
BXCN,09624H20,2020-10-28,2020-10-23,24.17,23.42,22.47,20201028
BXCN,09624H20,2020-05-05,2020-05-01,5.04,5.37,5.56,20200505
BXCN,09624H20,2020-03-10,2020-03-06,6.58,8.52,5.53,20200310
BXCN,09624H20,2019-11-06,2019-11-01,17.87,31.79,15.96,20191106
BXCN,09624H20,2019-08-07,2019-08-02,23.49,22.1,25.23,20190807
BXCN,09624H20,2019-03-13,2019-03-08,25.34,28.77,25.27,20190313
BXCN,09624H20,2018-11-08,2018-11-02,25.13,25.64,24.61,20181108
BXCN,09624H20,2018-08-09,2018-08-03,38.62,34.8,38.78,20180809
BXCN,09624H20,2018-05-03,2018-04-27,37.04,41.01,38.18,20180503
BXCN,09624H20,2018-03-01,2018-02-23,16.12,15.18,15.93,20180301
BXG,09260D10,2020-10-28,2020-10-23,50.29,54.64,50.99,20201028
BYND,08862E10,2021-05-06,2021-04-30,119.04,131.68,110.725,20210506
BYND,08862E10,2021-02-25,2021-02-19,143.75,160.22,145.48,20210225
BYND,08862E10,2020-11-09,2020-11-06,150.5,156.86,125.01,20201109
BYND,08862E10,2020-08-04,2020-07-31,142.25,125.9,132.69,20200804
BYND,08862E10,2020-05-05,2020-05-01,100.16,91.53,126.21,20200505
BYND,08862E10,2020-02-27,2020-02-21,106.14,117.45,89.65,20200227
BYND,08862E10,2019-07-29,2019-07-26,222.13,234.9,194.76,20190729
BYND,08862E10,2019-10-28,2019-10-25,105.41,100.81,81.99,20191028
BZH,07556Q88,2021-04-29,2021-04-23,21.8,19.87,22.31,20210429
BZH,07556Q88,2021-01-28,2021-01-22,18.24,20.07,16.62,20210128
BZH,07556Q88,2020-11-12,2020-11-06,13.73,13.41,14.25,20201112
BZH,07556Q88,2020-07-30,2020-07-24,11.29,11.03,11.19,20200730
BZH,07556Q88,2020-04-30,2020-04-24,7.04,5.73,7.0,20200430
BZH,07556Q88,2020-01-30,2020-01-24,17.21,16.12,13.75,20200130
BZH,07556Q88,2019-11-13,2019-11-08,14.67,14.06,15.68,20191113
BZH,07556Q88,2019-08-01,2019-07-26,11.25,11.32,11.44,20190801
BZH,07556Q88,2019-05-02,2019-04-26,14.24,12.91,12.51,20190502
BZH,07556Q88,2019-02-04,2019-02-01,13.04,12.9,12.55,20190204
BZH,07556Q88,2018-07-26,2018-07-20,13.55,15.15,12.62,20180726
BZH,07556Q88,2018-05-02,2018-04-27,15.44,15.24,16.11,20180502
BZH,07556Q88,2018-02-06,2018-02-02,17.57,18.5,17.47,20180206
CAC3,22531010,2021-04-29,2021-04-23,391.62,376.15,394.79,20210429
CAC3,22531010,2021-02-01,2021-01-29,370.49,385.77,331.54,20210201
CAC3,22531010,2020-10-29,2020-10-23,318.82,339.64,298.12,20201029
CAC3,22531010,2020-07-30,2020-07-24,484.0,455.31,467.94,20200730
CAC3,22531010,2020-05-27,2020-05-22,377.66,334.84,367.38,20200527
CAC3,22531010,2020-01-30,2020-01-24,466.84,457.65,428.98,20200130
CAC3,22531010,2019-11-01,2019-10-25,443.04,437.89,411.6,20191101
CAC3,22531010,2019-04-29,2019-04-26,497.94,501.08,496.22,20190429
CAC3,22531010,2019-01-30,2019-01-25,414.37,409.93,398.02,20190130
CAC3,22531010,2019-07-30,2019-07-26,486.95,492.5,478.03,20190730
CAC3,22531010,2018-10-29,2018-10-26,390.7,396.69,429.92,20181029
CAC3,22531010,2018-07-31,2018-07-27,383.6,378.4,426.99,20180731
CAC3,22531010,2018-05-03,2018-04-27,322.4,329.2,322.71,20180503
CAC3,22531010,2018-01-30,2018-01-26,362.2,376.18,329.71,20180130
CACI,12719030,2021-04-21,2021-04-16,255.49,260.45,258.4,20210421
CACI,12719030,2021-01-27,2021-01-22,259.21,253.66,246.6,20210127
CACI,12719030,2020-10-28,2020-10-23,198.97,212.71,203.55,20201028
CACI,12719030,2020-08-12,2020-08-07,212.98,210.88,224.94,20200812
CACI,12719030,2020-04-29,2020-04-24,255.2,243.39,250.14,20200429
CACI,12719030,2020-01-29,2020-01-24,267.18,269.48,280.07,20200129
CACI,12719030,2019-08-14,2019-08-09,207.23,211.23,202.99,20190814
CACI,12719030,2019-05-01,2019-04-26,190.03,189.51,202.71,20190501
CACI,12719030,2019-01-30,2019-01-25,158.84,157.46,167.18,20190130
CACI,12719030,2018-10-31,2018-10-26,178.46,172.98,173.0,20181031
CACI,12719030,2019-10-30,2019-10-25,224.56,217.7,223.75,20191030
CACI,12719030,2018-08-15,2018-08-10,180.35,180.15,189.4,20180815
CACI,12719030,2018-05-02,2018-04-27,147.55,153.35,152.5,20180502
CACI,12719030,2018-01-31,2018-01-26,140.55,141.6,150.45,20180131
CACO,14920510,2020-08-20,2020-08-14,8.27,8.16,6.49,20200820
CACO,14920510,2019-11-21,2019-11-15,18.24,17.93,18.74,20191121
CADL,13123E50,2018-02-08,2018-02-02,35.8,35.95,35.75,20180208
CAFD,28253910,2018-03-28,2018-03-23,11.92,11.72,12.15,20180328
CAFD,28253910,2018-02-05,2018-02-02,13.83,14.29,12.24,20180205
CAK1,16307210,2021-04-28,2021-04-23,59.02,57.86,63.2,20210428
CAK1,16307210,2021-02-17,2021-02-12,47.33,50.01,51.2,20210217
CAK1,16307210,2020-10-29,2020-10-23,29.94,32.72,29.72,20201029
CAK1,16307210,2020-07-29,2020-07-24,26.57,24.81,25.44,20200729
CAK1,16307210,2020-05-05,2020-05-01,19.52,20.13,19.71,20200505
CAK1,16307210,2020-02-19,2020-02-14,40.88,40.31,42.25,20200219
CAK1,16307210,2019-07-31,2019-07-26,43.08,43.85,44.24,20190731
CAK1,16307210,2019-05-01,2019-04-26,49.04,50.09,50.09,20190501
CAK1,16307210,2019-02-20,2019-02-15,46.38,47.03,48.84,20190220
CAK1,16307210,2018-10-30,2018-10-26,49.05,48.63,48.34,20181030
CAK1,16307210,2019-10-29,2019-10-25,43.78,41.97,41.7,20191029
CAK1,16307210,2018-07-31,2018-07-27,56.03,59.25,49.06,20180731
CAK1,16307210,2018-04-25,2018-04-20,50.92,51.6,52.11,20180425
CAK1,16307210,2018-02-21,2018-02-16,46.22,46.53,47.93,20180221
CALP,13134730,2018-02-16,2018-02-09,15.16,15.1,15.17,20180216
CALX,13100M50,2021-04-27,2021-04-23,45.03,44.87,42.85,20210427
CALX,13100M50,2021-01-27,2021-01-22,34.4,34.72,32.54,20210127
CALX,13100M50,2020-10-20,2020-10-16,21.12,20.6,25.45,20201020
CALX,13100M50,2020-04-30,2020-04-24,11.5,9.84,11.96,20200430
CALX,13100M50,2020-01-28,2020-01-24,8.74,8.74,9.05,20200128
CALX,13100M50,2019-10-22,2019-10-18,7.18,6.98,7.58,20191022
CALX,13100M50,2019-07-23,2019-07-19,7.3,7.03,6.29,20190723
CALX,13100M50,2020-07-21,2020-07-17,17.16,15.72,20.1,20200721
CALX,13100M50,2019-02-05,2019-02-01,10.88,11.05,7.94,20190205
CALX,13100M50,2018-11-05,2018-11-02,7.52,7.42,9.37,20181105
CALX,13100M50,2018-08-07,2018-08-03,6.9,6.95,6.7,20180807
CALX,13100M50,2018-05-08,2018-05-04,6.5,6.65,6.5,20180508
CALX,13100M50,2018-02-13,2018-02-09,6.6,6.1,6.3,20180213
CAMP,12812610,2021-06-24,2021-06-18,14.32,13.25,12.64,20210624
CAMP,12812610,2020-09-24,2020-09-18,7.89,8.745,7.33,20200924
CAMP,12812610,2021-04-22,2021-04-16,11.04,11.79,13.46,20210422
CAMP,12812610,2020-06-25,2020-06-19,7.685,8.07,8.37,20200625
CAMP,12812610,2020-05-05,2020-05-01,6.49,6.45,6.53,20200505
CAMP,12812610,2019-12-19,2019-12-13,11.855,11.27,9.67,20191219
CAMP,12812610,2019-09-26,2019-09-20,11.74,11.05,11.36,20190926
CAMP,12812610,2019-06-27,2019-06-21,10.4,10.03,11.68,20190627
CAMP,12812610,2019-04-30,2019-04-26,14.61,13.52,14.0,20190430
CAMP,12812610,2018-09-27,2018-09-21,22.28,22.62,23.96,20180927
CAMP,12812610,2018-06-27,2018-06-22,21.24,22.63,22.62,20180627
CAMP,12812610,2018-04-26,2018-04-20,23.18,23.3,19.76,20180426
