TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
REFR,10463,76091110,20000720,20211231,1
REGN,76614,75886F10,19910516,20220331,1
REGZ,13201,75972A30,20120315,20220331,1
RELL,66852,76316510,19840315,20220331,1
RES,66683,74966010,19870219,20220331,1
RES2,81736,76115210,19950914,20220331,1
RESN,14667,76118L10,20141016,20220325,1
RETA,16068,75615P10,20160714,20220331,1
REV,25988,76152510,19760115,19851226,1
REV,82859,76152550,19960418,20080915,1
REV,82859,76152560,20080918,20220331,1
REVG,16560,74952710,20170316,20220331,1
REXX,92205,76156510,20070816,20170514,1
REXX,92205,76156550,20170518,20180411,1
REXX,,,20180614,20211231,6
REZIW,18142,76118Y10,20181115,20220331,1
RFBI,12166,76041610,19980416,20220331,1
RFDL,,,20061019,20180613,6
RFDL,17895,68401U20,20180622,20220331,1
RFIL,86474,74955210,20020314,20220331,1
RFMD,85035,74994110,19970717,20150101,1
RGA,79210,75935110,19930617,20080914,1
RGA,79210,75935140,20080918,20081125,1
RGA,79210,75935160,20081218,20220331,1
RGCE,89409,75876610,20020620,20180228,1
RGEN,10200,75991610,19871119,20220331,1
RGIS,66174,75891410,19830915,19881013,1
RGIS,,,19920514,19920617,6
RGIS,76711,75893210,19920618,20220331,1
RGLS,13652,75915K10,20121115,20181003,1
RGLS,13652,75915K20,20181018,20220331,1
RGNX,15658,75901B10,20151015,20220331,1
RHAT,87184,75657710,19990916,20190708,1
RHHI,13687,76128310,20121220,20170102,1
RHHI,13687,74967X10,20170119,20220331,1
RI0O,82518,76564130,20040415,20140811,1
RI0O,82518,74934Q10,20140814,20220331,1
RIG,79237,83542010,19931216,19960904,1
RIG,79237,89381710,19960919,19990531,1
RIG,79237,G9007610,19990617,19991230,1
RIG,79237,G9007810,20000120,20071126,1
RIG,79237,G9007310,20071220,20081218,1
RIG,79237,H8817H10,20090115,20220331,1
RIGL,88810,76655910,20010118,20030624,1
RIGL,88810,76655960,20030717,20220331,1
RIGX,86288,75612B10,19980820,19990801,1
RIGX,86288,22160N10,19990819,20220331,1
RIGX,,,20220414,,6
RILC,13369,18506410,20120920,20220331,1
RINT,83411,75604810,19970220,20020207,1
RINT,83411,75604840,20020214,20040204,1
RINT,83411,75604850,20040318,20040617,1
RINT,83411,63887P10,20040715,20060716,1
RINT,83411,30049A10,20060720,20220331,1
RISK,82276,76771110,19951116,20000508,1
RISK,82276,03937L10,20000518,20001109,1
RISK,82276,G0450A10,20001116,20220331,1
RJFN,69649,74960410,19831020,19870301,1
RJFN,69649,75473010,19870319,20220331,1
RKTN,80361,77273920,19940414,20150701,1
RKTN,21186,96145D10,20150917,20220331,1
RLGT,,,20070517,20070613,6
RLGT,13196,75025X10,20120111,20220331,1
RLGY,13622,75605Y10,20121220,20220331,1
RLGY,,,20220616,,6
RLIC,65294,74960710,19840315,20220331,1
RLLO,90870,75524B10,20050818,20220331,1
RLMD,,,20150219,20150916,6
RLMD,19024,75955J40,20191010,20220331,1
RMAX,14221,75524W10,20131114,20220331,1
RMBS,84827,75091710,19970619,20220331,1
RMIX,86915,90333L10,19990715,20100507,1
RMIX,,,20100520,20101117,6
RMIX,12588,90333L20,20110201,20210825,1
RMRM,13302,75902K10,20120517,20220331,1
RMTI,85744,77437410,20020314,20220331,1
RMTI,,,20220519,,6
RNET,12494,76658210,20110120,20210430,1
RNGN,14136,76680R20,20131017,20220331,1
RNWK,85576,75605L10,19980115,20110830,1
RNWK,85576,75605L70,20110915,20220331,1
ROG,35991,77513310,19760819,20220331,1
ROIA,86916,75040P10,19990520,20021218,1
ROIA,88372,75040P40,20021219,20170507,1
ROIA,88372,91705J20,20170518,20220307,1
ROK,18948,77434710,19760115,19961206,1
ROK,84381,77390310,19970116,20220331,1
ROK1,79862,37476F10,19940915,20041027,1
ROK1,79862,37468910,20041118,20220331,1
ROKU,16932,77543R10,20171116,20220331,1
ROL,36003,77571110,19760318,20220331,1
ROMC,82212,77583510,19950914,20000515,1
ROMC,82212,49373210,20000518,20220331,1
ROPR,77338,77669610,19920514,20220331,1
ROST,91556,77829610,19851219,20220331,1
ROV,85625,75508110,19971218,20050501,1
ROV,85625,84762L10,20050519,20081219,1
ROV,,,20090115,20090916,6
ROV,93295,84762L20,20100318,20100616,1
ROV,93295,84763R10,20100715,20180713,1
RPOW,65307,74968510,19760115,20220331,1
RPP,12089,75606N10,20100819,20210421,1
RPSD,,,20061019,20100217,6
RPSD,92773,74164F10,20100218,20220331,1
RPXC,12795,74972G10,20110519,20180618,1
RRCO,67847,78067010,19830818,19870506,1
RRCO,67847,78028710,19870514,20220331,1
RRGB,89453,75689M10,20020919,20220331,1
RRTT,93384,76973Q10,20100520,20190404,1
RRTT,93384,76973Q20,20190418,20200416,1
RRTT,,,20200514,20211231,6
RS1,80864,75950910,19941117,20220331,1
RSG,86228,76075910,19980820,20220331,1
RSPP,14408,74978Q10,20140220,20180718,1
RSTS,92913,77778010,20090416,20201014,1
RSY1,82521,75045910,19951214,20181211,1
RTGN,14551,78333010,20150219,20150615,1
RTGN,14551,74584P10,20150618,20190205,1
RTGN,14551,74584P20,20190214,20220228,1
RTGN,14551,74584P30,20220317,20220331,1
RTIX,88564,75886N10,20000914,20080228,1
RTIX,88564,74975N10,20080320,20200722,1
RTIX,88564,86882C10,20200820,20220331,1
RTIX,,,20220519,,6
RTN,24942,75511110,19760115,19971217,1
RTN,24942,75511140,19980115,20010513,1
RTN,24942,75511150,20010614,20200402,1
RUBI,14580,78112V10,20140515,20200630,1
RUBI,14580,55955D10,20200716,20220331,1
RUBY,17947,78116T10,20180816,20220331,1
RUDO,87415,78127010,19991216,20191025,1
RUN,15643,86771W10,20150917,20220331,1
RUSH,83690,78184610,19960718,20020709,1
RUSH,83690,78184630,20020718,20040714,1
RUSH,89455,78184620,20040715,20220331,1
RUTH,90871,78333210,20050818,20220331,1
RVLV,18725,76156B10,20190718,20220331,1
RVNC,14467,76133010,20140320,20220331,1
RVSB,79734,76939710,19971218,20220331,1
RWIN,76282,76093410,19911219,19951127,1
RWIN,76282,76051610,19951214,19990405,1
RWIN,76282,05329W10,19990415,20220331,1
RXDX,14552,45173110,20140417,20180207,1
RXHN,92665,76164010,20080527,20170504,1
RXHN,92665,76164020,20170518,20190411,1
RXHN,92665,76164030,20190418,20201105,1
RXHN,92665,67577R10,20201119,20220331,1
RXNN,13305,76169B10,20120517,20211004,1
RXNN,13305,98983L10,20211014,20220331,1
RYAMW,14682,75508B10,20140717,20220331,1
RYI,14855,78375410,20140918,20220331,1
RYN1,80210,75490710,19940317,20220331,1
RYTM,17000,76243J10,20171116,20220331,1
RZC,13267,12768610,20120216,20200720,1
SAFG,89575,78648T10,20030116,20220331,1
SAFH,,,20011220,20020313,6
SAFH,89606,83175610,20021129,20170102,1
SAFH,89606,02874P10,20170119,20200513,1
SAFH,89606,83175410,20200601,20220331,1
SAFM,11343,80001310,19871217,20220331,1
SAH1,85627,83545G10,19971218,20220331,1
SAIC,91547,78390X10,20061013,20130929,1
SAIC,91547,52532710,20131017,20220331,1
SAM1,82634,10055710,19960118,20220331,1
SANM,79108,80090710,19930617,20090816,1
SANM,79108,80090720,20090820,20121114,1
SANM,79108,80105610,20121115,20220331,1
SAPC,14141,80862510,20131017,20220331,1
SASR,83414,80036310,19990617,20220331,1
SATS,92469,27876810,20080117,20220331,1
SAUP,32548,78461U10,20040819,20200514,1
SAVE,12796,84857710,20110616,20220331,1
SAWN,93434,78513510,20100617,20220331,1
SBAC,86996,78388J10,19990715,20170116,1
SBAC,86996,78410G10,20170119,20220331,1
SBC,66093,84533310,19840216,19950430,1
SBC,66093,78387G10,19950518,20051120,1
SBC,66093,00206R10,20051215,20220331,1
SBCF,69586,81170710,19870820,20020602,1
SBCF,69586,81170730,20020620,20131212,1
SBCF,69586,81170780,20131219,20220331,1
SBEI,68145,78387320,19941020,20070401,1
SBEI,68145,78387330,20070419,20070812,1
SBEI,68145,64051M10,20070816,20110327,1
SBEI,68145,64051M40,20110414,20180930,1
SBEI,68145,64051M70,20181018,20220331,1
SBGI,81740,82922610,19950817,20220331,1
SBHI,91683,79546E10,20061117,20220331,1
SBNY,90090,82669G10,20040415,20220331,1
SBRA,90092,78573L10,20101118,20220331,1
SBSI,86091,84470P10,19990916,20220331,1
SBUX,77702,85524410,19920820,20220331,1
SCDE,,,20060720,20070314,6
SCDE,92044,48562P10,20070529,20181102,1
SCE,15720,84240010,19760115,19880630,1
SCE,15720,78388210,19880714,19960204,1
SCE,15720,28102010,19960215,20220331,1
SCG,23085,83700410,19760115,19841230,1
SCG,23085,80589810,19850117,20000210,1
SCG,23085,80589M10,20000217,20181231,1
SCH,75186,80851310,19870922,20220331,1
SCH1,77354,80706610,19920416,20220331,1
SCHN,79866,80688210,19940120,20220331,1
SCKE,12905,86722A10,20110818,20220331,1
SCL,36898,85858610,19760115,20220331,1
SCMM,85502,78401810,19971120,20100616,1
SCMM,85502,45170X10,20100617,20140526,1
SCMM,85502,45170X20,20140619,20220331,1
SCMP,92226,86490910,20070816,20180212,1
SCOM,10633,78403010,19870115,19960205,1
SCOR,92102,20564W10,20070719,20220331,1
SCPL,18573,80908710,20190620,20220331,1
SCRI,,,20151015,20161019,6
SCRI,16399,83362P30,20161020,20190826,1
SCRI,16399,78472M10,20190919,20220331,1
SCS,85796,85815520,19980319,20220331,1
SCSC,80362,80603710,19950518,20220331,1
SCST,89506,81111T10,20021017,20060723,1
SCST,89506,78709Y10,20060817,20220331,1
SCTT,77300,81018610,19920319,20220331,1
SCUS,14414,80283M10,20140220,20220128,1
SCVL,79007,82488910,19930520,20220331,1
SCWX,16020,81374A10,20160519,20220331,1
SCYX,14668,81129210,20140619,20200716,1
SCYX,14668,81129220,20200820,20220331,1
SDO,25208,79744010,19760115,19960101,1
SDO,25208,29355210,19960118,19980626,1
SDO,86136,81685110,19980716,20220331,1
SDR,63335,84055310,19830818,19860320,1
SDS,92421,80007P30,20071115,20160106,1
SDS,,,20160114,20170315,6
SDS,16448,80007P86,20170316,20220331,1
SEAC,84255,81169910,19961219,20220331,1
SEAS,13860,81282V10,20130516,20220331,1
SEAT,91121,85516E10,20060420,20071130,1
SEAT,92470,Y8162K10,20071220,20121014,1
SEAT,92470,Y8162K12,20121018,20160619,1
SEAT,92470,Y8162K20,20160714,20220331,1
SEDG,15272,83417M10,20150514,20220331,1
SEE,61049,81211510,19771215,19980331,1
SEE,85926,81211K10,19980416,20220331,1
SEGZ,,,20030320,20030917,6
SEGZ,90175,81580110,20040512,20060605,1
SEGZ,90175,30217Q10,20060615,20110901,1
SEGZ,90175,98379310,20110915,20220331,1
SEIC,68196,78411710,19820520,20220331,1
SELB,16108,81621210,20160818,20220331,1
SEMG,12384,81663A10,20110414,20191204,1
SEMH,93035,81619Q10,20091015,20220331,1
SEND,17097,81688310,20171214,20190131,1
SENS,15995,81727U10,20160414,20220331,1
SESI,77763,86815710,19960118,20191219,1
SESI,77763,86815730,20200116,20200917,1
SESI,,,20201015,,6
SFBS,14670,81768T10,20140717,20220331,1
SFE,46340,78644610,19780518,19800618,5
SFE,46340,78644910,19810518,20090826,1
SFE,46340,78644920,20090917,20211231,1
SFIX,17038,86089710,20171214,20220331,1
SFLY,91486,82568P30,20060929,20190924,1
SFNC,91855,82873020,19940616,20220331,1
SGBS,88195,80067710,20000518,20220331,1
SGC,47861,86835810,19780720,20220331,1
SGEN,88949,81257810,20011115,20201008,1
SGEN,88949,81181C10,20201015,20220331,1
SGPH,85401,82691710,19971120,20220331,1
SGRY,15795,86881A10,20151119,20220331,1
SGY,79444,86164210,19940414,20160612,1
SGY,79444,86164230,20160616,20170228,1
SGY,79444,86164240,20170316,20180509,1
SH0N,92935,82001710,20090506,20220331,1
SHAK,15167,81904710,20150219,20220331,1
SHET,88742,82312B10,20020314,20220331,1
SHGR,79438,86693310,19931118,19990628,1
SHGR,90092,86693340,20040318,20101115,1
SHGR,12409,86677E10,20101216,20121203,1
SHLM,69199,80819410,19771020,20180820,1
SHLO,79307,82454310,19931118,20200909,1
SHLO,,,20200917,,6
SHOO,80034,55626910,19951116,20220331,1
SHRE,68567,78709310,19840419,19930930,1
SHRE,86136,81685110,19980629,19980715,5
SHW,36468,82434810,19760115,20220331,1
SI2,53373,82617610,19991118,20090818,1
SIBN,18212,82570410,20181115,20220331,1
SIEN,15016,82621J10,20141120,20220331,1
SIG,24299,84316310,19760115,19960101,1
SIG,24299,82691210,19960118,20000331,1
SIG,51633,92240G10,20000420,20190131,1
SIGM,10259,82656510,19870618,20180824,1
SIIX,93423,83001A10,20100819,20220331,1
SIMU,85040,82921410,20031016,20220331,1
SISC,72980,86037210,19780720,20220331,1
SIVB,11786,82706410,19890216,20050530,1
SIVB,11786,78486Q10,20050616,20220331,1
SJI,26614,83851810,19781215,20220331,1
SJM,42585,83269610,19771020,20000828,1
SJM,42585,83269630,20000914,20020602,1
SJM,42585,83269640,20020919,20220331,1
SJM,,,20220616,,6
SJP,76123,79016110,19900816,19960602,1
SJP,76123,79014810,19970619,20210225,1
SJW,54199,78430510,19911017,20220331,1
SKH,92020,83066R10,20070517,20150202,1
SKH,92020,37185X10,20150219,20210325,1
SKH,,,20210415,,6
SKIS,15080,70469L10,20141218,20190924,1
SKTV,78840,82774010,19960815,19961222,1
SKTV,78840,40429R10,19970116,19980216,1
SKTV,78840,90298410,19980219,20030622,1
SKTV,78840,45840Q10,20030717,20040713,1
SKTV,78840,44919P10,20040715,20050808,1
SKTV,78840,44919P30,20050818,20080820,1
SKTV,78840,44919P50,20080918,20200630,1
SKTV,78840,44891N10,20200716,20210524,1
SKTV,78840,44891N20,20210617,20220331,1
SKX,86949,83056610,19990715,20220331,1
SKY,38850,83083010,19760115,20220331,1
SKYW,10421,83087910,19861120,20220331,1
SLAB,87812,82691910,20000420,20220331,1
SLCA,13253,90346E10,20120315,20220331,1
SLDB,17271,83422E10,20180315,20220331,1
SLGN,84563,82704810,19970417,20220331,1
SLM,66325,86387130,19840419,19920723,1
SLM,66325,86387150,19920820,19970807,1
SLM,66325,78442A10,19970814,20000802,1
SLM,66325,90390U10,20000817,20020519,1
SLM,66325,78442P10,20020620,20220331,1
SLM1,87121,79409310,19990819,20220331,1
SLS,41574,81611910,19900614,20050403,1
SLS,41574,46121H10,20050414,20220331,1
SLTT,,,20101118,20131218,6
SLTT,15273,83417A20,20150304,20160229,1
SLTT,15273,86803X10,20160317,20190829,1
SLTT,15273,86803X20,20190919,20220331,1
SLVN,92209,87139810,19870219,19880208,1
SLVN,80037,87139910,19940217,20040517,1
SLVN,80037,51861310,20040520,20070817,1
SLVN,16591,51861320,20170216,20220331,1
SMAR,17701,83200N10,20180614,20220331,1
SMC,19852,83186510,19760115,19950517,1
SMC,65402,83186520,19950518,20220331,1
SMCO,80575,82907310,19940818,20220331,1
SMIC,91907,86800U10,20070419,20220331,1
SMOU,,,20061214,20071017,6
SMOU,92589,48370910,20080318,20220331,1
SMP,39220,85366610,19780420,20220331,1
SMPL,16284,82900L10,20171019,20220331,1
SMRT,77530,85837510,19920618,20200701,1
SMS2,82281,83215410,19951019,20160816,1
SMS2,82281,83215420,20160818,20220331,1
SMTC,50948,81685010,19951019,20220331,1
SMX2,88466,83268210,20001116,20041003,1
SMX2,88466,83268220,20041014,20210401,1
SN,13139,79970Y10,20120216,20190219,1
SN,,,20190314,,6
SNA,60206,83303410,19760115,20220331,1
SNAT,71563,84344410,19840119,19970518,1
SNAT,71563,05493710,19970619,20191208,1
SNAT,71563,89832Q10,20191219,20220331,1
SNBC,83903,86663B10,19971218,20140810,1
SNBC,83903,86663B20,20140814,20180131,1
SNCR,,,20060420,20060614,6
SNCR,91366,87157B10,20060615,20220331,1
SNDR,16648,80689H10,20170420,20220331,1
SNDX,15976,87164F10,20160414,20220331,1
SNHY,84438,86694210,19970220,20190616,1
SNHY,84438,42328H10,20190620,20220331,1
SNIW,92709,81106510,20080717,20180306,1
SNMX,90238,81724Q10,20040715,20181101,1
SNO,75182,73106910,19940714,19941222,1
SNO,75182,73106810,19950119,20220331,1
SNPS,77357,87160710,19920319,20220331,1
SNSS,90907,86732850,20051020,20110214,1
SNSS,90907,86732860,20110217,20160907,1
SNSS,90907,86732870,20160915,20200902,1
SNSS,90907,86732887,20200917,20210224,1
SNSS,90907,92765F10,20210318,20220331,1
SNTA,91832,87162T20,20070215,20160724,1
SNTA,91832,55886810,20160818,20220331,1
SNTT,89411,81720840,20031120,20131020,1
SNTT,89411,81720850,20131114,20141002,1
SNTT,89411,81834Q10,20141016,20171219,1
SNTT,89411,29014R10,20180118,20220331,1
SO,18411,84258710,19760115,20220331,1
SOCI,70958,83366330,19760115,19940301,1
SOCI,64995,49326710,19940317,20220331,1
SOHS,13656,81236210,20130418,20190919,1
SOHU,19675,83408W10,20001019,20180531,1
SOHU,88467,83410S10,20180614,20220331,1
SONC,76568,83545110,19910620,20181206,1
SONO,71176,83549510,19760819,20220331,1
SONS,88264,83591610,20000720,20150129,1
SONS,88264,83591650,20150219,20171029,1
SONS,88264,83570V10,20171116,20171128,1
SONS,88264,76254410,20171214,20220331,1
SPA,17523,84723510,19780817,20190206,1
SPAR,71985,84681910,19890119,20200513,1
SPAR,71985,82569810,20200601,20220331,1
SPCE,16964,92766K10,20191114,20220331,1
SPCS,93356,78463M10,20100520,20220331,1
SPF,49699,85375110,19780119,19861229,1
SPF,72696,85375310,19870130,19920101,1
SPF,72696,85375C10,19920319,20150930,1
SPF,72696,12819510,20151015,20180212,1
SPFM,14102,85208M10,20130815,20220331,1
SPKE,14830,84651110,20140918,20210304,1
SPLF,14229,85172J10,20131114,20151126,1
SPLF,14229,68268W10,20151217,20220331,1
SPLZ,13379,84863710,20120419,20220331,1
SPNE,15407,81255T10,20150716,20220331,1
SPPI,83950,84763A10,20021219,20220331,1
SPRA,91594,84857410,20061214,20220331,1
SPRN,14040,85207U10,20130718,20200331,1
SPRO,17044,84833T10,20171214,20220331,1
SPRT,88468,86858710,20000817,20090623,1
SPRT,88468,86858W10,20090716,20170119,1
SPRT,88468,86858W20,20170216,20210914,1
SPRT,21889,39531G10,20210916,20211013,1
SPRT,,,20211014,,6
SPW,55212,81213210,19760115,19880427,1
SPW,55212,78463510,19880519,20220331,1
SPWH,14609,84920Y10,20140515,20220331,1
SPWR,90978,86765210,20051117,20111116,1
SPWR,90978,86765240,20111117,20220331,1
SQ,15826,85223410,20151217,20220331,1
SQLF,86092,78463810,19980716,19980901,1
SQLF,86092,18270710,19980917,20110120,1
SQLF,86092,09202G10,20110217,20170813,1
SQLF,86092,18270P10,20170817,20220331,1
SRCE,36346,33690110,19900118,20220331,1
SRCL,83906,85891210,19961017,20220331,1
SRDX,85889,86887310,19980416,20220331,1
SREV,12640,81763U10,20110414,20211231,1
SRI1,85440,86183P10,19971120,20220331,1
SRIC,68292,78464210,19820520,19860504,1
SRIC,68292,81630010,19860619,20220331,1
SRT1,85077,85569C10,19970814,20220331,1
SRV,51625,81756510,19810115,20220331,1
SSCN,93312,78467J10,20100415,20220331,1
SSNI,13819,82817Q10,20130418,20180105,1
SSPR,88568,84682210,20001116,20140528,1
SSPR,88568,84721510,20140619,20220331,1
SSTK,13625,82569010,20121115,20220331,1
SSYS,81010,86268510,19960815,20121202,1
SSYS,81010,M8554810,20121220,20220331,1
STAA,72304,85231210,19860220,19901031,1
STAA,72304,85231230,19920618,20220331,1
STAP,90194,85379010,20040715,20131201,1
STAP,90194,78469C10,20131219,20220331,1
STAY,82751,30224P10,19960418,20040511,1
STBA,77528,78385910,19920917,20220331,1
STBK,72726,85747310,19800117,19970416,1
STBK,72726,85747710,19970417,20220331,1
STBZ,12696,85619010,20110414,20181231,1
STCK,14106,86101X10,20130919,20151201,1
STCK,14106,05591B10,20151217,20201231,1
STCT,76927,85924110,20031016,20220331,1
STCT,,,20220616,,6
STFC,76722,85570710,19910815,20220228,1
STFL,72996,86063010,19831020,20220331,1
STGE,84132,85254C10,19961219,20000601,1
STGE,,,20000817,20020417,6
STGE,89289,85254C30,20020418,20191121,1
STGP,14041,86257810,20130815,20171211,1
STI,,,19761216,19830119,6
STI,68144,86791410,19850701,20191206,1
STLD,84262,85811910,19961219,20220331,1
STML,13761,85858C10,20130214,20200609,1
STMP,87000,85285710,19990819,20040511,1
STMP,87000,85285720,20040520,20211004,1
STOM,90366,86183Q10,20041118,20200101,1
STOM,90366,86184W10,20200116,20201231,1
STPL,59459,79286010,19760115,20070226,1
STPL,59459,89417E10,20070315,20220331,1
STR2,77649,85915210,19921119,20151102,1
STR2,77649,G8472010,20151119,20190327,1
STR2,77649,G8473T10,20190418,20220331,1
STR4,83799,86323610,19961114,20180731,1
STR4,83799,86272C10,20180816,20220331,1
STRM,73219,86415910,19900920,20220331,1
STRY,73139,86366710,19810319,20220331,1
SUIT,77516,58711810,19920618,20160131,1
SUIT,77516,87403A10,20160218,20200731,1
SUIT,,,20200820,20220131,6
SUP,52396,86816810,19771215,20220331,1
SUPI,79195,86861010,19940120,19990620,1
SUPI,79195,28885310,19990715,20181019,1
SUPN,13410,86845910,20120614,20220331,1
SUPV,80368,86804210,20011018,20070415,1
SUPV,80368,65338E10,20070419,20121114,1
SUPV,80368,76155G10,20121115,20160310,1
SUPV,80368,76155G20,20160317,20191011,1
SUPV,,,20191017,,6
SVIU,,,20050714,20070117,6
SVIU,90795,47023A10,20070118,20130602,1
SVIU,90795,47023A30,20130620,20180912,1
SVMK,18097,78489X10,20181115,20210614,1
SVMK,18097,60878Y10,20210617,20220331,1
SVU,44951,86803510,19760916,19920630,1
SVU,44951,86853610,19920716,20170801,1
SVU,44951,86853630,20170817,20181019,1
SWAV,18456,82489T10,20190418,20220331,1
SWCH,16966,87105L10,20171116,20220331,1
SWK,43350,85461610,19760115,20100314,1
SWK,43350,85450210,20100318,20220331,1
SWM,82649,80854110,19960118,20220331,1
SWN,63765,84546710,19820916,20220331,1
SWT,12473,87074U10,20110120,20170910,1
SWTR,71475,84250210,19830714,19980630,1
SWTR,71475,02989910,19980716,20220331,1
SWX,61188,84489510,19780420,20220331,1
SWZA,83421,86507710,19960516,20011223,1
SWZA,83421,24237010,20020117,20130826,1
SWZA,83421,24237020,20130919,20191112,1
SWZA,,,20191114,,6
SXI,43481,85423110,19780316,20220331,1
SYBA,79013,78506010,19951019,20140424,1
SYBA,79013,86102510,20140515,20220331,1
SYBD,,,20051020,20091118,6
SYBD,93237,69207P20,20100115,20130512,1
SYBD,93237,69207P30,20130516,20140917,1
SYBD,93237,88032L10,20140919,20180225,1
SYBD,93237,88032L20,20180315,20220331,1
SYF,14776,87165B10,20140814,20220331,1
SYK1,83422,87123710,19960620,20210826,1
SYMC,75607,87150310,19890914,20191104,1
SYMC,75607,66877110,20191114,20220331,1
SYN1,85319,87162H10,19970918,20181009,1
SYNA,89290,87157D10,20020314,20220331,1
SYNC,13280,87156110,20120419,20210331,1
SYO,43334,87156510,19900419,20180313,1
SYRS,16111,87184Q10,20160818,20220331,1
SYX,89900,87162W10,20040115,20220331,1
SYXI,86362,46600W10,20000720,20180116,1
SYXM,92453,87162810,20071102,20171203,1
SYXM,92453,87162820,20171214,20190721,1
SYXM,92453,87162830,20190815,20200515,1
SYY,52038,87182910,19760115,20220331,1
TAA,91727,89417410,20070215,20190731,1
TAA,91727,89421B10,20190815,20220331,1
TACT,83910,89291810,19961219,20220331,1
TACX,85320,00088110,19970918,20040106,1
TACX,,,20040115,20040218,6
TACX,85320,00088120,20040219,20070130,1
TACX,85320,42327L10,20070215,20110626,1
TACX,85320,42327L20,20110714,20180724,1
TACX,85320,42327L30,20180816,20190212,1
TALO,79444,87484T10,20180920,20220331,1
TANC,14046,20600T10,20130919,20200513,1
TANC,14046,43358Y10,20200527,20220331,1
TANC,,,20220616,,6
TANT,75460,88034510,19760115,20220331,1
TASR,89031,87651B10,20030220,20170405,1
TASR,89031,05464C10,20170420,20220331,1
TAST,91678,14574X10,20070118,20220331,1
TAXI,83565,58392810,19960718,20220331,1
TBBK,90036,05969F10,20040520,20041222,1
TBBK,90490,05969A10,20050120,20220331,1
TBK,15084,89679E30,20141218,20220331,1
TBLS,13914,87336U10,20130620,20190731,1
TBNK,92987,88145X10,20090716,20220331,1
TCBI,89826,88224Q10,20031016,20220331,1
TCBK,79116,89609510,19940714,20220331,1
TCDA,17900,89610F10,20180816,20220331,1
TCEL,10258,87234210,19880114,19980823,1
TCEL,10258,05349110,19980917,20080309,1
TCEL,10258,05349120,20080320,20080930,1
TCEL,10258,15117B10,20081016,20190210,1
TCEL,10258,15117B20,20190214,20220331,1
TCFC,10375,87227510,19860617,20190731,1
TCHC,86435,90136Q10,20031120,20120911,1
TCHC,86435,31422T10,20120920,20180606,1
TCHC,86435,31431B10,20180614,20220331,1
TCLN,12266,87851730,19970515,20001106,1
TCLN,12266,71366110,20001116,20091018,1
TCLN,12266,71366130,20091119,20170709,1
TCLN,12266,71366150,20170720,20180107,1
TCLN,12266,05368M10,20180118,20220331,1
TCMD,16186,87357P10,20160915,20220331,1
TCRR,18415,87808K10,20190314,20220331,1
TCSS,14274,21075110,20131114,20220331,1
TCTC,10308,89010810,19870917,19960101,1
TCTC,10308,89011010,19960118,20220331,1
TDC,92293,88076W10,20071018,20220331,1
TDI,59600,90147610,19760115,20220331,1
TDLP,,,20080214,20120418,6
TDLP,13796,45323A20,20130208,20190101,1
TDLP,13796,41585810,20190117,20220331,1
TDNM,14325,87537210,20131219,20171009,1
TDNM,14325,87537220,20171019,20220331,1
TDOC,15585,87918A10,20150716,20220331,1
TDS,63773,87943310,19850418,20120124,1
TDS,63773,87943382,20120216,20220331,1
TDSS,78664,88554E10,19890817,19930815,1
TDSS,78664,88554D10,19930916,19950523,5
TDSS,78664,88554D20,19950524,20220331,1
TDW,50606,88642310,19770815,20170731,1
TDW,50606,88642R10,20170817,20220331,1
TDY,43123,87933510,19760115,19960815,1
TDYT,87445,87936010,19991216,20220331,1
TEAM,37348,88539210,19820916,19830221,5
TEAM,65752,87815510,19831215,19880615,4
TEAM,11910,63810810,19930715,20020521,1
TEAM,11910,87831110,20020620,20101213,1
TECD,10182,87823710,19870618,20200629,1
TECH,75694,87837710,19901115,20141103,1
TECH,75694,09073M10,20141120,20220331,1
TEGP,15359,87469610,20150618,20200416,1
TEN,84375,88034910,19991118,20220331,1
TENB,17944,88025T10,20180920,20220331,1
TER,51369,88077010,19760115,20220331,1
TERA,82287,88076P10,19961219,20000405,1
TERA,82287,22522310,20000420,20060607,1
TERA,82287,22522330,20060615,20190924,1
TERP,14831,88104R10,20140814,20171016,1
TERP,14831,88104R20,20171019,20200730,1
TERX,58318,88077910,19890518,20220331,1
TFSL,91968,87240R10,20070423,20220331,1
TFT,78077,88355W10,19921217,20010711,1
TFT,78077,48282T10,20010719,20220331,1
TFX,44329,87936910,19790719,20220331,1
TFYP,,,20060518,20151014,6
TFYP,15776,03279730,20151028,20220331,1
TG,75649,89465010,19890817,20191231,1
TG02,80912,87241730,20040415,20150211,1
TG02,80912,23936010,20150219,20201231,1
TGD,91152,89364110,20060316,20220331,1
TGI1,84041,89681810,19961219,20220331,1
TGT,26542,88037010,19760115,19961211,1
TGT,84375,88037E10,19961219,19991104,1
TGT,87292,69525710,19991118,20101116,1
THFF,77379,32021810,19960314,20220331,1
THOR,76081,88516010,19840517,20220331,1
THRA,12783,88362T10,20110616,20220331,1
THRI,90423,88338T10,20041014,20160110,1
THRI,90423,45781M10,20160114,20220331,1
THSM,,,20061019,20110615,6
THSM,14523,90137F10,20140311,20220331,1
THSW,90775,89469A10,20050714,20220331,1
TIF,75100,88654710,19870505,20210106,1
TIMEW,14637,88722810,20140619,20180130,1
TISG,90791,68572N10,20050818,20190329,1
TISG,,,20190418,20201231,6
